citeulike_paper_id	author
136480	altman, russ b.
136480	schwartz, ariel s.
136480	bhalotia, gaurav
136480	oliver, diane e.
136504	milner, r.
136656	shatkay, hagit
136656	feldman, ronen
137270	zhou, guodong
137270	zhang, jie
137270	su, jian
137270	shen, dan
137270	tan, chewlim
139333	walker, david
139333	crary, karl
139333	morrisett, greg
139500	lu, h.
139500	lu, l.
139500	skolnick, j.
139501	lu, long
139501	arakaki, adrian k.
139501	lu, hui
139501	skolnick, jeffrey
139503	keskin, ozlem
139503	ma, buyong
139503	nussinov, ruth
139978	hosack, douglas a.
139978	dennis, glynn
139978	sherman, brad t.
139978	lane, h. clifford
139978	lempicki, richard a.
140049	pearl, judea
140455	csikszentmihaly, mihaly
140455	halton, eugene r.
140474	burrows, michael
140474	abadi, mart\\'{\\i}n
140474	needham, roger
140507	pressman, roger s.
140523	norman, donald a.
140584	brown, john s.
140584	duguid, paul
140600	knuth, donald e.
140611	ousterhout, john k.
140673	dorogovtsev, s. n.
140673	mendes, j. f. f.
140701	weiser, mark
140708	myers, christopher r.
140717	huberman, bernardo a.
140717	adamic, lada a.
140728	mandelbrot, benoit m.
140843	hoglund, greg
140843	mcgraw, gary
140845	grinstead, charles m.
140845	snell, j. laurie
140848	date, c. j.
140994	friedman, nir
141652	murphy, william j.
141652	eizirik, eduardo
141652	o'brien, stephen j.
141652	madsen, ole
141652	scally, mark
141652	douady, christophe j.
141652	teeling, emma
141652	ryder, oliver a.
141652	stanhope, michael j.
141652	de jong, wilfried w.
141652	springer, mark s.
141729	foster, i.
141729	kesselman, c.
142464	white, scott
142464	smyth, padhraic
142681	gladwell, malcolm
142705	collins, m.
142705	singer, y.
143446	marchini, jonathan
143446	donnelly, peter
143446	cardon, lon r.
143501	tanay, amos
143501	sharan, roded
143501	kupiec, martin
143501	shamir, ron
143515	reed, jennifer l.
143515	vo, thuy d.
143515	schilling, christophe h.
143515	palsson, bernhard o.
144073	boroditsky, lera
144184	levelt, willem
144289	ma, hong-wu
144289	zeng, an-ping
147383	yang, z.
147383	wong, w. s. w.
147383	nielsen, r.
148884	friedman, e.
148884	resnick, p.
149346	dorigo, marco
149346	gambardella, luca m.
149347	fielding, roy t.
149347	taylor, richard n.
150208	arya, sunil
150208	mount, david m.
150208	netanyahu, nathan s.
150208	silverman, ruth
150208	wu, angela y.
152287	daubechies, i.
152445	jain, a.
152445	zongker, d.
153816	pop, m. p. s.
153816	shumway, m.
153821	myers, eugene w.
153873	pan, w.
155094	draper, norman r.
155094	smith, harry
155605	blei, d.
155605	jordan, m.
155617	antoniak, c.
155618	shlens, j.
155625	beal, m.
155630	blei, d.
155630	jordan, m.
155631	blei, d.
155631	ng, a.
155631	jordan, m.
155633	blei, d.
155633	griffiths, t.
155633	jordan, m.
155633	tenenbaum, j.
155650	ferguson, t.
155697	popescul, a.
155697	ungar, l.
155697	pennock, d.
155697	lawrence, s.
155710	shi, j.
155710	malik, j.
155728	beeferman, d.
155728	berger, a.
155728	lafferty, j.
157135	pugh, william
158329	rieber, l. p.
158597	ginalski, k.
158597	grishin, n. v.
158597	godzik, a.
158597	rychlewski, l.
159098	palmer, martha
159098	gildea, daniel
159098	kingsbury, paul
160019	harrold, mary j.
160143	parasuraman, r.
160143	sheridan, t.
160143	wickens, c.
161150	yao, hui
161150	kristensen, david m.
161150	mihalek, ivana
161150	sowa, mathew e.
161150	shaw, chad
161150	kimmel, marek
161150	kavraki, lydia
161150	lichtarge, olivier
161170	rajamani, deepa
161170	thiel, spencer
161170	vajda, sandor
161170	camacho, carlos j.
162250	dabek, frank
162250	cox, russ
162250	kaashoek, frans
162250	morris, robert
162268	dabek, frank
162268	li, jinyang
162268	sit, emil
162268	robertson, james
162268	kaashoek, m. frans
162268	morris, robert
162281	muthitacharoen, athicha
162281	morris, robert
162281	gil, thomer m.
162281	chen, benjie
162288	rowstron, antony
162288	druschel, peter
162289	rowstron, antony
162289	druschel, peter
163529	diamond, jared
163532	durbin, richard
163532	eddy, sean r.
163532	krogh, anders
163532	mitchison, graeme
163543	rubin, gerald m.
163543	yandell, mark d.
163543	wortman, jennifer r.
163543	gabor, george l.
163543	miklos
163543	nelson, catherine r.
163543	hariharan, iswar k.
163543	fortini, mark e.
163543	li, peter w.
163543	apweiler, rolf
163543	fleischmann, wolfgang
163543	cherry, j. michael
163543	henikoff, steven
163543	skupski, marian p.
163543	misra, sima
163543	ashburner, michael
163543	birney, ewan
163543	boguski, mark s.
163543	brody, thomas
163543	brokstein, peter
163543	celniker, susan e.
163543	chervitz, stephen a.
163543	coates, david
163543	cravchik, anibal
163543	gabrielian, andrei
163543	galle, richard f.
163543	gelbart, william m.
163543	george, reed a.
163543	goldstein, lawrence s. b.
163543	gong, fangcheng
163543	guan, ping
163543	harris, nomi l.
163543	hay, bruce a.
163543	hoskins, roger a.
163543	li, jiayin
163543	li, zhenya
163543	hynes, richard o.
163543	jones, s. j. m.
163543	kuehl, peter m.
163543	lemaitre, bruno
163543	littleton, j. troy
163543	morrison, deborah k.
163543	mungall, chris
163543	o'farrell, patrick h.
163543	pickeral, oxana k.
163543	shue, chris
163543	vosshall, leslie b.
163543	zhang, jiong
163543	zhao, qi
163543	zheng, xiangqun h.
163543	zhong, fei
163543	zhong, wenyan
163543	gibbs, richard
163543	venter, j. craig
163543	adams, mark d.
163543	lewis, suzanna
163559	barthelemy, marc
163559	chow, edmond
163559	eliassi-rad, tina
164761	message
165116	breiman, leo
165344	roth, dan
165344	zelenko, dmitry
165362	ratnaparkhi, adwait
165434	stolcke, andreas
165438	church, kenneth w.
165438	hanks, patrick
166210	sorin, e. j.
166210	pande, v. s.
166220	gentleman, robert c.
166220	carey, vincent j.
166220	bates, douglas m.
166220	bolstad, ben
166220	dettling, marcel
166220	dudoit, sandrine
166220	ellis, byron
166220	gautier, laurent
166220	ge, yongchao
166220	gentry, jeff
166220	hornik, kurt
166220	hothorn, torsten
166220	huber, wolfgang
166220	iacus, stefano
166220	irizarry, rafael
166220	leisch, friedrich
166220	li, cheng
166220	maechler, martin
166220	rossini, anthony j.
166220	sawitzki, gunther
166220	smith, colin
166220	smyth, gordon
166220	tierney, luke
166220	yang, jean y.
166220	zhang, jianhua
166875	irizarry, rafael a.
166875	warren, daniel
166875	spencer, forrest
166875	kim, irene f.
166875	biswal, shyam
166875	frank, bryan c.
166875	gabrielson, edward
166875	garcia, joe g.
166875	geoghegan, joel
166875	germino, gregory
166875	griffin, constance
166875	hilmer, sara c.
166875	hoffman, eric
166875	jedlicka, anne e.
166875	kawasaki, ernest
166875	mart\\'{\\i}nez-murillo, francisco
166875	morsberger, laura
166875	lee, hannah
166875	petersen, david
166875	quackenbush, john
166875	scott, alan
166875	wilson, michael
166875	yang, yanqin
166875	ye, shui qing q.
166875	yu, wayne
167628	freund, yoav
167628	schapire, robert e.
168520	perrow, charles
168529	hannan, michael t.
168529	freeman, john
168559	behlendorf, brian
168559	bradner, scott
168559	hamerly, jim
168559	mckusick, kirk
168559	o'reilly, tim
168559	paquin, tom
168559	perens, bruce
168559	raymond, eric
168559	stallman, richard
168559	tiemann, michael
168559	torvalds, linus
168559	vixie, paul
168559	wall, larry
168559	young, bob
168970	tractinsky, n.
168970	katz, a. s.
168970	ikar, d.
169545	ward, a.
169545	jones, a.
169545	hopper, a.
169549	want, roy
169549	hopper, andy
169549	falcao, veronica
169549	gibbons, jonathan
169806	von mering, christian
169806	zdobnov, evgeny m.
169806	tsoka, sophia
169806	ciccarelli, francesca d.
169806	pereira-leal, jose b.
169806	ouzounis, christos a.
169806	bork, peer
171407	cohen, michael d.
171407	march, james g.
171407	olsen, johan p.
171416	bianchini, monica
171416	gori, marco
171416	scarselli, franco
171427	weston, jason
171427	mukherjee, sayan
171427	chapelle, olivier
171427	pontil, massimiliano
171427	poggio, tomaso
171427	vapnik, vladimir
171716	burt, ronald s.
171730	kraut, r.
171730	lundmark, v.
171730	patterson, m.
171730	kiesler, s.
171730	mukopadhyay, t.
171730	scherlis, w.
172870	krek, azra
172870	gr\\"{u}n, dominic
172870	poy, matthew n.
172870	wolf, rachel
172870	rosenberg, lauren
172870	epstein, eric j.
172870	macmenamin, philip
172870	da piedade, isabelle d.
172870	gunsalus, kristin c.
172870	stoffel, markus
172870	rajewsky, nikolaus
173485	modrek, b.
173485	lee, c.
175025	knuth, donald e.
175375	jelier, r.
175375	jenster, g.
175375	dorssers, l. c. j.
175375	van der eijk, c. c.
175375	van mulligen, e. m.
175375	mons, b.
175375	kors, j. a.
175909	gallavotti, giovanni
179333	storey, j.
179399	rhoades, m.
179399	reinhart, b.
179399	lim, l.
179399	burge, c.
179399	bartel, b.
179399	bartel, d.
179467	lenzerini, maurizio
179598	jacobs, charles e.
179598	finkelstein, adam
179598	salesin, david h.
179603	bishop, christopher m.
180259	zeleznik, robert c.
180259	herndon, kenneth p.
180259	hughes, john f.
180994	kass
180994	wasserman
181740	mobasher, bamshad
181740	cooley, robert
181740	srivastava, jaideep
181748	furnkranz, johannes
186777	cobb, paul
186777	yackel, erna
187152	galagan, james e.
187152	calvo, sarah e.
187152	borkovich, katherine a.
187152	selker, eric u.
187152	read, nick d.
187152	jaffe, david
187152	fitzhugh, william
187152	ma, li-jun
187152	smirnov, serge
187152	purcell, seth
187152	rehman, bushra
187152	elkins, timothy
187152	engels, reinhard
187152	wang, shunguang
187152	nielsen, cydney b.
187152	butler, jonathan
187152	endrizzi, matthew
187152	qui, dayong
187152	ianakiev, peter
187152	bell-pedersen, deborah
187152	nelson, mary a.
187152	werner-washburne, margaret
187152	selitrennikoff, claude p.
187152	kinsey, john a.
187152	braun, edward l.
187152	zelter, alex
187152	schulte, ulrich
187152	kothe, gregory o.
187152	jedd, gregory
187152	mewes, werner
187152	staben, chuck
187152	marcotte, edward
187152	greenberg, david
187152	roy, alice
187152	foley, karen
187152	naylor, jerome
187152	stange-thomann, nicole
187152	barrett, robert
187152	gnerre, sante
187152	kamal, michael
187152	kamvysselis, manolis
187152	mauceli, evan
187152	bielke, cord
187152	rudd, stephen
187152	frishman, dmitrij
187152	krystofova, svetlana
187152	rasmussen, carolyn
187152	metzenberg, robert l.
187152	perkins, david d.
187152	kroken, scott
187152	cogoni, carlo
187152	macino, giuseppe
187152	catcheside, david
187152	li, weixi
187152	pratt, robert j.
187152	osmani, stephen a.
187152	desouza, colin p. c.
187152	glass, louise
187152	orbach, marc j.
187152	berglund, j. andrew
187152	voelker, rodger
187152	yarden, oded
187152	plamann, michael
187152	seiler, stephan
187152	dunlap, jay
187152	radford, alan
187152	aramayo, rodolfo
187152	natvig, donald o.
187152	alex, lisa a.
187152	mannhaupt, gertrud
187152	ebbole, daniel j.
187152	freitag, michael
187152	paulsen, ian
187152	sachs, matthew s.
187152	lander, eric s.
187152	nusbaum, chad
187152	birren, bruce
190986	jones, g.
190986	willett, p.
190986	glen, r. c.
190986	leach, a. r.
190986	taylor, r.
191640	coleman, james s.
192188	martin, andrew d.
192188	quinn, kevin m.
193082	connell, j.
197224	hadley, c.
197224	jones, d. t.
197226	segal, eran
197226	friedman, nir
197226	koller, daphne
197226	regev, aviv
197257	salen, katie
197257	zimmerman, eric
197288	cassell
197344	sj\\"{o}lander, kimmen
197425	wang, junmei
197425	wolf, romain m.
197425	caldwell, james w.
197425	kollman, peter a.
197425	case, david a.
197446	bayly, christopher i.
197446	cieplak, piotr
197446	cornell, wendy d.
197446	kollman, peter a.
197592	chang, jeffrey t.
197592	sch\\~{a}¼tze, hinrich
197592	altman, russ b.
200385	wang, fugao
200385	david, d. p.
200747	tapscott, don
200770	warner, michael
201547	trivers, robert l.
201597	belkin, nicholas j.
201597	croft, w. bruce
201704	murphy, k.
201704	weiss, y.
201704	jordan, m.
201777	g\\&eacute;rard hue, t.
201791	gummadi, k.
201791	dunn, r.
201791	saroiu, s.
201791	gribble, s.
201791	levy, h.
201791	zahorjan, j.
201820	burke
201830	basu, chumki
201830	hirsh, haym
201830	cohen, william w.
202252	hasty, jeff
202252	isaacs, farren
202252	dolnik, milos
202252	mcmillen, david
202252	collins, j. j. j.
202349	marvin, carolyn
202480	davis, fred d.
202480	bagozzi, richard p.
202480	warshaw, paul r.
202502	sagui, celeste
202502	{}
202502	darden, thomas a.
203297	papin, jason a.
203297	stelling, joerg
203297	price, nathan d.
203297	klamt, steffen
203297	schuster, stefan
203297	palsson, bernhard o.
203951	herbsleb, james d.
203951	mockus, audris
203951	finholt, thomas a.
203951	grinter, rebecca e.
203956	satyanarayanan, m.
205022	bao, lei
205022	cui, yan
206013	dickey, michele d.
209097	balakrishnan, hari
209097	padmanabhan, venkata n.
209097	seshan, srinivasan
209097	katz, randy h.
209184	rizzo, luigi
209472	harrison, steve
209472	dourish, paul
209491	jennings, nicholas
209629	vi\\'egas, fernanda b.
209629	boyd, danah
209629	nguyen, david h.
209629	potter, jeffrey
209629	donath, judith
209806	gee, james p.
209845	schohn, greg
209845	cohn, david
210399	chidamber, s.
210399	kemerer, c.
211254	pacton, s\\'{e}bastien
212480	hammond, tony
212480	hannay, timo
212480	lund, ben
212480	scott, joanna
214145	schwabe, gerhard
214145	g\\"{o}th, christoph
214373	alamouti, s. m.
214713	parekh, abhay k.
214713	gallager, robert g.
214716	staab, s.
214716	van der aalst, w.
214716	benjamins, v.
214716	sheth, a.
214716	miller, j.
214716	bussler, c.
214716	maedche, a.
214716	fensel, d.
214716	gannon, d.
215770	raymond, j. w.
215770	gardiner, j.
215770	willett, p.
215987	budzik, jay
215987	hammond, kristian j.
215995	dumais, susan
215995	cutrell, edward
215995	chen, hao
216962	daniel, rolf
218423	hennessy, john l.
218423	patterson, david a.
220515	hull, david a.
220516	porter, m. f.
220600	jacobson, i.
220600	booch, g.
220600	rumbaugh, j.
220695	dan, y.
220695	jj, atick j.
220695	rc, reid c.
220700	bkp, horn k. p.
220700	bg, schunk g.
220966	edwards, w. keith
220966	grinter, rebecca e.
220970	grimm, robert
221092	parker, c.
221092	pfeiffer, s.
221156	srinivasan, balaji s.
221156	caberoy, nora b.
221156	suen, garret
221156	taylor, rion g.
221156	shah, radhika
221156	tengra, farah
221156	goldman, barry s.
221156	garza, anthony g.
221156	welch, roy d.
221328	van der aalst, w. v. d.
221342	strauss, anselm
221342	corbin, juliet m.
221552	carmena, jose m.
221552	lebedev, mikhail a.
221552	crist, roy e.
221552	o'doherty, joseph e.
221552	santucci, david m.
221552	dimitrov, dragen f.
221552	patil, parag g.
221552	henriquez, craig s.
221552	nicolelis, miguel a. l.
222732	noy, n. f.
222732	musen, m. a.
222953	he, lin
222953	thomson, j. michael
222953	hemann, michael t.
222953	hernando-monge, eva
222953	mu, david
222953	goodson, summer
222953	powers, scott
222953	cordon-cardo, carlos
222953	lowe, scott w.
222953	hannon, gregory j.
222953	hammond, scott m.
223017	faure, p.
223017	korn, h.
224537	wilson, s. w.
225130	challet, damien
225130	marsili, matteo
225130	zhang, yi-cheng
225187	urgaonkar, bhuvan
225187	shenoy, prashant
225187	roscoe, timothy
225734	neerincx, pieter b.
225734	leunissen, jack a.
225743	hattne, johan
225743	fange, david
225743	elf, johan
226534	garlan, david
226534	monroe, robert
226534	wile, david
226864	bose, rajendra
226864	frew, james
226883	tong, simon
226883	koller, daphne
227176	eisenberg, e.
227176	levanon, e. y.
227185	bader, j. s.
227185	chaudhuri, a.
227185	rothberg, j. m.
227185	chant, j.
227604	langville, amy n.
227604	meyer, carl d.
228031	vogels, w.
228353	cole, jason c.
228353	murray, christopher w.
228353	nissink
228353	taylor, richard d.
228353	taylor, robin
228535	cardwell, n.
228535	savage, s.
228535	anderson, t.
228643	koski, liisa b.
228643	morton, richard a.
228643	golding, g. brian
230052	marjoram, paul
230052	molitor, john
230052	plagnol, vincent
230052	tavar\\'{e}, simon
233773	dayan, peter
233773	abbott, l. f.
233775	kandel, eric
233775	schwartz, james
233775	jessell, thomas
234370	deng, minghua
234370	zhang, kui
234370	mehta, s.
234370	chen, ting
234370	sun, fengzhu
235238	wang, william s.
235238	minett, james w.
235618	callaway, d.
235618	strogatz, s.
235618	watts, d.
235618	newman, m. e. j.
235798	wile, david
235839	rubinstein, ariel
235888	safavian, s. rasoul
235888	landgrebe, david
235931	watts, duncan
235962	watts, duncan
235973	holland, john h.
236029	bruno
236100	do, chuong b.
236100	mahabhashyam, mahathi s.
236100	brudno, michael
236100	batzoglou, serafim
238820	rolls, edmund t.
238866	vogel, c.
238866	teichmann, s.
238866	pereiraleal, j.
238884	van noort, vera
238884	snel, berend
238884	huynen, martijn
238896	rhodes, daniel r.
238896	chinnaiyan, arul m.
238904	amzel, mario l.
238904	siebert, xavier
238904	armstrong, anthony
238904	pabon, german
239493	walker, marilyn a.
239493	litman, diane j.
239493	kamm, candace a.
239493	abella, alicia
239628	vogelstein, bert
239628	lane, david
239628	levine, arnold j.
240229	thompson, j. d.
240229	gibson, t. j.
240229	plewniak, f.
240229	jeanmougin, f.
240229	higgins, d. g.
240516	levy, d.
240516	marshall, c. c.
240622	chakrabarti, soumen
240622	dom, byron
240622	raghavan, prabhakar
240622	rajagopalan, sridhar
240622	gibson, david
240622	kleinberg, jon
240673	gamma, erich
240673	helm, richard
240673	johnson, ralph
240673	vlissides, john
240731	cho, junghoo
240731	garcia-molina, hector
240731	page, lawrence
240813	huberman, bernardo a.
240813	pirolli, peter l. t.
240813	pitkow, james e.
240813	lukose, rajan m.
240878	ng, andrew y.
240878	zheng, alice x.
240878	jordan, michael i.
241030	storey, john d.
241030	tibshirani, robert
241036	lee, christopher
241036	grasso, catherine
241036	sharlow, mark f.
241086	tsing, anna l.
241091	wistrand, m.
241091	sonnhammer, e. l.
241096	vempala, s.
241096	kannan, r.
241096	vetta, a.
241241	wilson, samuel m.
241241	peterson, leighton c.
241630	bentwich, isaac
241630	avniel, amir
241630	karov, yael
241630	aharonov, ranit
241630	gilad, shlomit
241630	barad, omer
241630	barzilai, adi
241630	einat, paz
241630	einav, uri
241630	meiri, eti
241630	sharon, eilon
241630	spector, yael
241630	bentwich, zvi
241724	benner, steven a.
241724	sismour, a. michael
241904	shiller, robert j.
244746	barker, daniel
244746	pagel, mark
244765	efros, alexei a.
244765	freeman, william t.
245758	poggio, tomaso
245758	smale, steve
246028	rogers, simon
246028	girolami, mark
248185	brooks, rodney a.
248994	godwin-jones, bob
249006	li, li
249006	stoeckert, christian j.
249006	roos, david s.
251558	crampin, e. j.
251558	schnell, s.
251558	mcsharry, p. e.
252074	baber, chris
252074	bristow, huw
252074	cheng, sean l.
252074	hedley, anna
252074	kuriyama, yuri
252074	lien, marc
252074	pollard, james
252074	sorrell, phil
254471	adalsteinsson, d.
254471	sethian, j.
254902	sonka, m.
254902	hlavac, v.
254902	boyle, r.
255551	rubner, yossi
255551	tomasi, carlo
255551	guibas, leonidasj
256404	lamport, leslie
256918	janeway, c. a.
256918	medzhitov, r.
257982	anderson, benedict
258855	ding, li
258855	finin, tim
258855	joshi, anupam
258855	pan, rong
258855	cost, scott r.
258855	peng, yun
258855	reddivari, pavan
258855	doshi, vishal
258855	sachs, joel
259020	gore, s. p.
259020	burke, d. f.
259020	blundell, t. l.
259037	handl, julia
259037	knowles, joshua
259037	kell, douglas b.
260118	miller, bradley n.
260118	konstan, joseph a.
260118	riedl, john
260693	gelernter, david
260715	dabek, frank
260715	kaashoek, frans m.
260715	karger, david
260715	morris, robert
260715	stoica, ion
260716	adya, a.
260716	bolosky, w.
260716	castro, m.
260716	chaiken, r.
260716	cermak, g.
260716	douceur, j.
260716	howell, j.
260716	lorch, j.
260716	theimer, m.
260716	wattenhofer, r.
260912	perrig, adrian
260912	szewczyk, robert
260912	wen, victor
260912	culler, david e.
260912	tygar, j. d.
260973	wang, xiao h.
260973	zhang, da q.
260973	gu, tao
260973	pung, hung k.
261218	castro, m.
261218	druschel, p.
261218	kermarrec, a.
261218	rowstron, a.
261219	gkantsidis, christos
261219	rodriguez, pablo
261290	blattner, frederick r.
261290	plunkett, guy
261290	bloch, craig a.
261290	perna, nicole t.
261290	burland, valerie
261290	riley, monica
261290	collado-vides, julio
261290	glasner, jeremy d.
261290	rode, christopher k.
261290	mayhew, george f.
261290	gregor, jason
261290	davis, nelson w.
261290	kirkpatrick, heather a.
261290	goeden, michael a.
261290	rose, debra j.
261290	mau, bob
261290	shao, ying
262715	cross, m. c.
262715	hohenberg, p. c.
263024	abrahamsson, pekka
263024	warsta, juhani
263024	siponen, mikko t.
263024	ronkainen, jussi
264058	graham, paul
264340	brown, emery n.
264340	kass, robert e.
264340	mitra, partha p.
265615	gomez, r. l.
265615	gerken, l.
266089	wodtke, christina
266137	smith, linday
266206	blanchard, anita l.
266206	markus, m. lynne
270356	lindorff-larsen, k.
270356	r{\\o}gen, p.
270356	paci, e.
270356	vendruscolo, m.
270356	dobson, c. m.
270721	sicilia, miguel-angel
270721	lytras, miltiadis d.
270986	kerievsky, joshua
271442	crovella, mark e.
271442	bestavros, azer
272317	grover, lov k.
272363	cohen, aaron m.
272363	hersh, william r.
273082	perotti, enrico c.
274045	bunt, andrea
274045	conati, cristina
274045	mcgrenere, joanna
274117	marshall, catherine c.
275186	li\\`{o}
275498	ihmels, jan
275498	bergmann, sven
275498	gerami-nejad, maryam
275498	yanai, itai
275498	mcclellan, mark
275498	berman, judith
275498	barkai, naama
276211	latham, robert
277591	bergman, ofer
277591	boardman, richard
277591	gwizdka, jacek
277591	jones, william
277677	excoffier, l.
277677	smouse, p. e.
277677	quattro, j. m.
277764	nadeau, joseph h.
277764	taylor, benjamin a.
277967	pennebaker, j. w.
278151	haralick, r. m.
279432	yang, b.
279432	{garcia-molina}, h.
280464	albert, reka
280464	jeong, hawoong
280464	barabasi, albert-laszlo
280770	maere, steven
280770	de bodt, stefanie
280770	raes, jeroen
280770	casneuf, tineke
280770	van montagu, marc
280770	kuiper, martin
280770	van de peer, yves
281947	johnson, steven
282032	boyapati, chandrasekhar
282032	lee, robert
282032	rinard, martin
282193	hearst, marti a.
291875	estrada, e.
291875	rodr\\'{\\i}guez-vel\\'{a}zquez, j. a.
296232	maier, mark w.
296232	emery, david
296232	hilliard, rich
296261	bosch, jan
297071	cornell, wendy d.
297071	cieplak, piotr
297071	bayly, christopher i.
297071	gould, ian r.
297071	merz, kenneth m.
297071	ferguson, david m.
297071	spellmeyer, david c.
297071	fox, thomas
297071	caldwell, james w.
297071	kollman, peter a.
298217	ban, n.
299199	ebersbach, anja
299199	glaser, markus
299199	heigl, richard
299529	durinck, steffen
299529	moreau, yves
299529	kasprzyk, arek
299529	davis, sean
299529	de moor, bart
299529	brazma, alvis
299529	huber, wolfgang
300210	kohler, e.
300210	handley, m.
300210	floyd, s.
300569	bates, marcia j.
300647	brown, cecelia m.
302103	fox, s.
303461	ghil, m.
303461	allen, m. r.
303461	dettinger, m. d.
303461	ide, k.
303461	kondrashov, d.
303461	mann, m. e.
303461	robertson, a. w.
303461	saunders, a.
303461	tian, y.
303461	varadi, f.
303461	yiou, p.
304987	atick, j. j.
305371	danielsson, nils a.
305371	gibbons, jeremy
305371	hughes, john
305371	jansson, patrik
305936	hofstadter, douglas r.
306080	friston, k. j.
306080	harrison, l.
306080	penny, w.
307311	fall, k.
307623	{\\o}sterlund, carsten
307623	carlile, paul
307877	davidson, ron
307877	harel, david
308885	keskin, ozlem
308885	tsai, chung-jung
308885	wolfson, haim
308885	nussinov, ruth
309243	post, d. m.
309243	pace, m. l.
309243	hairston, n. g.
309283	whitman, w. b.
309283	coleman, d. c.
309283	wiebe, w. j.
309498	schapire, robert e.
309498	singer, yoram
310608	fraser, hunter b.
310608	hirsh, aaron e.
310608	wall, dennis p.
310608	eisen, michael b.
310706	jackson, matthew o.
310706	watts, alison
311031	wood, f.
311031	black, m. j.
311031	irwin, vargas c.
311031	fellows, m.
311031	donoghue, j. p.
311226	fairhall, a. l.
311226	lewen, g. d.
311226	bialek, w.
311226	ruyter, de
311564	wu, fang
311564	huberman, bernardo a.
311564	adamic, lada a.
311564	tyler, joshua
312040	benavides, d.
312040	cort\\'{e}s, ruiz a.
312040	trinidad, p.
312061	czarnecki, k.
312061	helsen, s.
312061	eisenecker, u. w.
312063	van deursen, a.
312063	klint, p.
312073	griss, m.
312073	favaro, j.
312073	d'alessandro, m.
312090	marriot, k.
312090	stuckey, p. j.
312115	tsang, edward
312817	ziegler, cai n.
312817	mcnee, sean m.
312817	konstan, joseph a.
312817	lausen, georg
315482	reinert, gesine
315482	schbath, sophie
315482	waterman
315520	kyte, j.
315520	doolittle
315523	karlin, samuel
315523	altschul, stephen f.
315559	kurtz, s.
315559	phillippy, a.
315559	delcher
315559	smoot, m.
315559	humway, m. s.
315559	antonescu, c.
315559	salzberg
317978	baeza-yates, ricardo
317978	hurtado, carlos
317978	mendoza, marcelo
319962	brody, c. d.
320258	krichmar, diane m.
320258	preece, jenny
321328	sippl, m. j.
323050	brand, stewart
325139	leung, y. f.
325139	cavalieri, d.
325817	lutkenhouse, thomas
325817	nelson, michael l.
325817	bollen, johan
326502	lai, weil r.
326502	johnson, mark d.
326502	kucherlapati, raju
326502	park, peter j.
326547	srinivasan, rajgopal
326547	rose, george d.
326870	beyer, hans-georg
326870	schwefel, hans-paul
327100	chen, shiyi
327100	doolen, gary d.
327306	boehm, barry
327306	clark, bradford
327306	horowitz, ellis
327306	madachy, ray
327306	shelby, richard
327306	westland, chris
327800	horrocks, ian
327800	peter
327800	boley, harold
327800	said
327800	dean, mike
327974	karlin, samuel
328154	lv, qin
328154	cao, pei
328154	cohen, edith
328154	li, kai
328154	shenker, scott
328165	gkantsidis, christos
328165	mihail, milena
328165	saberi, amin
331510	kussell, edo
331510	leibler, stanislas
332173	lockless, steve w.
332173	ranganathan, rama
333232	wang, xiaowo
333232	zhang, jing
333232	li, fei
333232	gu, jin
333232	he, tao
333232	zhang, xuegong
333232	li, yanda
333373	getoor, l.
333377	garlan, david
333377	schmerl, bradley
333928	deering, s.
333928	cheriton, d.
334010	noble, b.
334010	satyanarayanan, m.
334010	narayanan, d.
334010	tilton, j. e.
334010	flinn, j.
334010	walker, k.
334077	yang, x.
334077	veciana, g.
334264	rual, jean-fran\\c{c}ois
334264	venkatesan, kavitha
334264	hao, tong
334264	hirozane-kishikawa, tomoko
334264	dricot, am\\'{e}lie
334264	li, ning
334264	berriz, gabriel f.
334264	gibbons, francis d.
334264	dreze, matija
334264	ayivi-guedehoussou, nono
334264	klitgord, niels
334264	simon, christophe
334264	boxem, mike
334264	milstein, stuart
334264	rosenberg, jennifer
334264	goldberg, debra s.
334264	zhang, lan v.
334264	wong, sharyl l.
334264	franklin, giovanni
334264	li, siming
334264	albala, joanna s.
334264	lim, janghoo
334264	fraughton, carlene
334264	llamosas, estelle
334264	cevik, sebiha
334264	bex, camille
334264	lamesch, philippe
334264	sikorski, robert s.
334264	vandenhaute, jean
334264	zoghbi, huda y.
334264	smolyar, alex
334264	bosak, stephanie
334264	sequerra, reynaldo
334264	doucette-stamm, lynn
334264	cusick, michael e.
334264	hill, david e.
334264	roth, frederick p.
334264	vidal, marc
334436	brooks, frederick p.
335441	logothetis, nikos k.
335441	pauls, jon
335441	augath, mark
335441	trinath, torsten
335441	oeltermann, axel
335719	heinis, t.
335719	pautasso, c.
335719	alonso, g.
335723	white, s. r.
335723	hanson, j. e.
335723	whalley, i.
335723	chess, d. m.
335723	kephart, j. o.
336740	oprea, t. i.
336740	davis, a. m.
336740	teague, s. j.
336740	leeson, p. d.
336990	hyde, janet s.
337170	cimiano, philipp
337170	staab, steffen
337765	todman, t. j.
337765	constantinides, g. a.
337765	wilton, s. j. e.
337765	mencer, o.
337765	luk, w.
337765	cheung, p. y. k.
338247	rueckert, d.
338247	sonoda, l. i.
338247	hayes, c.
338247	hill, d. l.
338247	leach, m. o.
338247	hawkes, d. j.
